text,start,end,imdbid,imdbid_pe,season,episode,scaled_end,scaled_start,duration,tvad_name,tvad_index,bboxes,pred_ids
"He awkwardly pulls over a stool without moving his hand, then sits.",860.687,864.629,tt0108778,tt0583647,1,2,864.629,860.687,3.942,friends_s01e02_seg02_clip_13,"[109, 110, 110, 111, 112, 113, 114, 114, 115, 116, 117, 118, 118, 119, 120, 121]","[[[236, 272, 278, 326], [326, 53, 365, 114]], [[237, 271, 279, 326], [325, 54, 364, 115]], [[237, 271, 279, 326], [325, 54, 364, 115]], [[238, 270, 280, 325], [330, 60, 369, 119]], [[237, 268, 280, 325], [333, 74, 373, 131]], [[238, 268, 282, 323], [322, 69, 364, 127]], [[322, 70, 365, 129], [242, 267, 285, 322]], [[322, 70, 365, 129], [242, 267, 285, 322]], [[243, 265, 286, 319], [328, 74, 373, 131]], [[244, 261, 287, 317], [327, 72, 372, 129]], [[325, 60, 371, 118], [243, 259, 286, 314]], [[243, 257, 287, 315], [328, 53, 374, 113]], [[243, 257, 287, 315], [328, 53, 374, 113]], [[242, 257, 286, 314], [331, 46, 379, 107]], [[334, 50, 379, 108], [242, 258, 286, 314]], [[241, 258, 284, 313], [334, 69, 379, 125]]]","{'nm0000098': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 1), (7, 1), (8, 0), (9, 0), (10, 1), (11, 0), (12, 0), (13, 0), (14, 1), (15, 0)], 'nm0001710': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 0), (7, 0), (8, 1), (9, 1), (10, 0), (11, 1), (12, 1), (13, 1), (14, 0), (15, 1)]}"
"At a doctor's office, a plastic model shows a baby in a womb.",865.97,869.412,tt0108778,tt0583647,1,2,869.412,865.97,3.442,friends_s01e02_seg02_clip_13,"[125, 125, 126, 127, 128, 128, 129, 130, 130, 131, 132, 132, 133, 134, 135, 135]","[[[242, 250, 285, 307], [316, 64, 355, 119]], [[242, 250, 285, 307], [316, 64, 355, 119]], [[243, 248, 285, 304], [312, 64, 351, 118]], [[245, 246, 286, 301], [305, 63, 345, 117]], [[300, 64, 340, 119], [246, 244, 286, 300]], [[300, 64, 340, 119], [246, 244, 286, 300]], [[245, 243, 286, 299], [297, 64, 338, 118]], [[246, 243, 286, 299], [298, 65, 338, 119]], [[246, 243, 286, 299], [298, 65, 338, 119]], [[246, 242, 288, 299], [299, 63, 339, 117]], [[248, 242, 289, 297], [299, 62, 340, 116]], [[248, 242, 289, 297], [299, 62, 340, 116]], [[302, 62, 341, 115], [250, 243, 289, 296]], [], [], []]","{'nm0000098': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 1), (5, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0)], 'nm0001710': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 0), (5, 0), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 0)]}"
Carol sits on the exam table as Ross hurries in.,870.253,872.814,tt0108778,tt0583647,1,2,872.814,870.253,2.561,friends_s01e02_seg02_clip_13,"[138, 138, 139, 139, 140, 140, 141, 141, 142, 142, 143, 144, 144, 145, 145, 146]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",{}
Susan steps in.,881.36,882.24,tt0108778,tt0583647,1,2,882.8,880.8,2.0,friends_s01e02_seg02_clip_13,"[170, 170, 171, 171, 171, 172, 172, 173, 173, 173, 174, 174, 175, 175, 175, 176]","[[[323, 105, 375, 174], [465, 139, 496, 185]], [[323, 105, 375, 174], [465, 139, 496, 185]], [[436, 124, 490, 187]], [[436, 124, 490, 187]], [[436, 124, 490, 187]], [[160, 120, 229, 222]], [[160, 120, 229, 222]], [[168, 128, 237, 232]], [[168, 128, 237, 232]], [[168, 128, 237, 232]], [[172, 123, 247, 234]], [[172, 123, 247, 234]], [[243, 114, 319, 226]], [[243, 114, 319, 226]], [[243, 114, 319, 226]], [[276, 112, 354, 228]]]","{'nm0372961': [(7, 0), (8, 0), (9, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Susan hands him a juice box.,911.209,912.609,tt0108778,tt0583647,1,2,912.909,910.909,2.0,friends_s01e02_seg02_clip_14,"[83, 83, 83, 84, 84, 85, 85, 85, 86, 86, 87, 87, 88, 88, 88, 89]","[[[268, 83, 353, 205]], [[268, 83, 353, 205]], [[268, 83, 353, 205]], [[308, 82, 388, 202]], [[308, 82, 388, 202]], [[335, 81, 417, 202]], [[335, 81, 417, 202]], [[335, 81, 417, 202]], [[342, 78, 423, 197]], [[342, 78, 423, 197]], [[335, 78, 417, 199]], [[335, 78, 417, 199]], [[305, 87, 394, 226]], [[305, 87, 394, 226]], [[305, 87, 394, 226]], [[306, 84, 396, 224]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0)], 'nm0056342': [(12, 0), (13, 0), (14, 0), (15, 0)]}"
He passes it to Carol.,914.289,915.31,tt0108778,tt0583647,1,2,915.8,913.8,2.0,friends_s01e02_seg02_clip_14,"[92, 92, 92, 93, 93, 94, 94, 94, 95, 95, 96, 96, 97, 97, 97, 98]","[[[373, 66, 410, 110], [183, 86, 213, 130], [519, 112, 536, 140]], [[373, 66, 410, 110], [183, 86, 213, 130], [519, 112, 536, 140]], [[373, 66, 410, 110], [183, 86, 213, 130], [519, 112, 536, 140]], [[192, 86, 221, 129], [368, 63, 406, 108], [517, 115, 534, 143]], [[192, 86, 221, 129], [368, 63, 406, 108], [517, 115, 534, 143]], [[371, 64, 404, 109], [196, 84, 225, 128]], [[371, 64, 404, 109], [196, 84, 225, 128]], [[371, 64, 404, 109], [196, 84, 225, 128]], [[366, 73, 399, 112], [198, 84, 227, 128]], [[366, 73, 399, 112], [198, 84, 227, 128]], [[367, 69, 399, 112], [200, 84, 230, 128]], [[367, 69, 399, 112], [200, 84, 230, 128]], [[366, 66, 398, 109], [203, 84, 232, 128], [344, 79, 371, 113]], [[366, 66, 398, 109], [203, 84, 232, 128], [344, 79, 371, 113]], [[366, 66, 398, 109], [203, 84, 232, 128], [344, 79, 371, 113]], [[364, 64, 397, 107], [202, 84, 231, 127]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 1), (4, 1), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0372961': [(0, 1), (1, 1), (2, 1), (8, 1), (9, 1), (10, 1), (11, 1)]}"
She sips it as Susan takes a seat.,917.333,919.174,tt0108778,tt0583647,1,2,919.254,917.254,2.0,friends_s01e02_seg02_clip_14,"[102, 103, 103, 104, 104, 104, 105, 105, 106, 106, 106, 107, 107, 108, 108, 109]","[[[359, 62, 393, 108], [197, 83, 226, 127], [326, 78, 360, 120]], [[194, 83, 223, 127], [365, 62, 399, 107], [327, 79, 357, 118]], [[194, 83, 223, 127], [365, 62, 399, 107], [327, 79, 357, 118]], [[179, 86, 208, 128], [379, 60, 411, 105], [326, 79, 356, 116]], [[179, 86, 208, 128], [379, 60, 411, 105], [326, 79, 356, 116]], [[179, 86, 208, 128], [379, 60, 411, 105], [326, 79, 356, 116]], [[161, 83, 191, 126], [379, 62, 412, 109], [325, 80, 356, 115]], [[161, 83, 191, 126], [379, 62, 412, 109], [325, 80, 356, 115]], [[372, 63, 404, 109], [159, 91, 190, 133], [323, 79, 354, 115]], [[372, 63, 404, 109], [159, 91, 190, 133], [323, 79, 354, 115]], [[372, 63, 404, 109], [159, 91, 190, 133], [323, 79, 354, 115]], [[364, 61, 397, 108], [173, 105, 200, 139]], [[364, 61, 397, 108], [173, 105, 200, 139]], [[360, 62, 394, 109], [189, 102, 216, 142]], [[360, 62, 394, 109], [189, 102, 216, 142]], [[354, 65, 388, 111], [186, 116, 216, 154], [318, 79, 349, 116], [489, 123, 522, 158]]]","{'nm0001710': [(0, 0), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
He picks up a speculum and smiles.,924.555,926.476,tt0108778,tt0583647,1,2,926.516,924.516,2.0,friends_s01e02_seg02_clip_14,"[125, 125, 126, 126, 127, 127, 127, 128, 128, 129, 129, 129, 130, 130, 131, 131]","[[[468, 152, 513, 212], [191, 141, 244, 179]], [[468, 152, 513, 212], [191, 141, 244, 179]], [[466, 153, 517, 216], [178, 128, 228, 168]], [[466, 153, 517, 216], [178, 128, 228, 168]], [[460, 143, 508, 207], [173, 119, 225, 167]], [[460, 143, 508, 207], [173, 119, 225, 167]], [[460, 143, 508, 207], [173, 119, 225, 167]], [[184, 123, 238, 168], [462, 148, 514, 212]], [[184, 123, 238, 168], [462, 148, 514, 212]], [[195, 121, 248, 167]], [[195, 121, 248, 167]], [[195, 121, 248, 167]], [[187, 94, 239, 150], [460, 147, 505, 199]], [[187, 94, 239, 150], [460, 147, 505, 199]], [[167, 85, 215, 141], [458, 143, 505, 200]], [[167, 85, 215, 141], [458, 143, 505, 200]]]","{'nm0001710': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (14, 0), (15, 0)]}"
He holds it up like a puppet.,926.976,928.237,tt0108778,tt0583647,1,2,928.606,926.606,2.0,friends_s01e02_seg02_clip_14,"[131, 132, 132, 133, 133, 133, 134, 134, 135, 135, 136, 136, 136, 137, 137, 138]","[[[167, 85, 215, 141], [458, 143, 505, 200]], [[163, 83, 212, 143], [452, 146, 497, 208]], [[163, 83, 212, 143], [452, 146, 497, 208]], [[159, 82, 204, 142], [446, 149, 494, 209]], [[159, 82, 204, 142], [446, 149, 494, 209]], [[159, 82, 204, 142], [446, 149, 494, 209]], [[152, 84, 198, 147], [446, 146, 491, 206]], [[152, 84, 198, 147], [446, 146, 491, 206]], [[154, 82, 201, 149], [444, 147, 487, 202]], [[154, 82, 201, 149], [444, 147, 487, 202]], [[159, 65, 206, 136], [442, 145, 487, 206]], [[159, 65, 206, 136], [442, 145, 487, 206]], [[159, 65, 206, 136], [442, 145, 487, 206]], [[165, 70, 213, 137], [442, 146, 486, 205]], [[165, 70, 213, 137], [442, 146, 486, 205]], [[156, 77, 203, 140], [440, 146, 485, 205]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
He tosses it down.,939.421,940.422,tt0108778,tt0583647,1,2,940.922,938.922,2.0,friends_s01e02_seg02_clip_14,"[170, 170, 170, 171, 171, 172, 172, 173, 173, 173, 174, 174, 175, 175, 175, 176]","[[[168, 54, 216, 126], [458, 121, 499, 182]], [[168, 54, 216, 126], [458, 121, 499, 182]], [[168, 54, 216, 126], [458, 121, 499, 182]], [[145, 59, 194, 130], [457, 122, 499, 185]], [[145, 59, 194, 130], [457, 122, 499, 185]], [[99, 61, 146, 131], [461, 124, 501, 186]], [[99, 61, 146, 131], [461, 124, 501, 186]], [[82, 60, 125, 128], [469, 125, 508, 186]], [[82, 60, 125, 128], [469, 125, 508, 186]], [[82, 60, 125, 128], [469, 125, 508, 186]], [[79, 55, 124, 126], [471, 126, 511, 184]], [[79, 55, 124, 126], [471, 126, 511, 184]], [[108, 57, 152, 127], [475, 123, 516, 185]], [[108, 57, 152, 127], [475, 123, 516, 185]], [[108, 57, 152, 127], [475, 123, 516, 185]], [[130, 60, 175, 128], [474, 121, 515, 185]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0056342': [(0, 1), (1, 1), (2, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]}"
Now Rachel eases into a dentist's office as he works on a kid's teeth.,940.982,944.643,tt0108778,tt0583647,1,2,944.643,940.982,3.661,friends_s01e02_seg02_clip_14,"[176, 177, 178, 178, 179, 180, 181, 181, 182, 183, 184, 184, 185, 186, 187, 187]","[[[130, 60, 175, 128], [474, 121, 515, 185]], [[145, 60, 190, 128], [474, 123, 515, 185]], [[150, 61, 195, 128], [474, 123, 515, 185]], [[150, 61, 195, 128], [474, 123, 515, 185]], [[142, 64, 189, 128], [473, 124, 515, 185]], [[129, 63, 177, 128], [473, 130, 518, 194]], [[120, 62, 166, 126], [470, 134, 513, 196]], [[120, 62, 166, 126], [470, 134, 513, 196]], [], [], [], [], [[304, 94, 359, 176]], [[309, 92, 372, 174]], [[316, 95, 383, 180]], [[316, 95, 383, 180]]]","{'nm0001710': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0)], 'nm0056342': [(4, 1), (5, 1), (6, 1), (7, 1)], 'nm0000098': [(13, 0), (14, 0), (15, 0)]}"
The kid throws up his arms at the OBGYN.,1165.405,1168.384,tt0108778,tt0583647,1,2,1168.384,1165.405,2.979,friends_s01e02_seg02_clip_19,"[2, 3, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 10, 10, 11, 11]","[[[411, 145, 443, 193], [150, 200, 177, 241], [503, 77, 530, 117]], [[408, 145, 441, 191], [149, 201, 177, 243], [501, 71, 528, 114]], [[408, 145, 441, 191], [149, 201, 177, 243], [501, 71, 528, 114]], [[397, 145, 428, 192], [150, 200, 179, 242], [501, 67, 530, 111]], [[151, 202, 179, 243], [396, 144, 428, 192], [501, 65, 530, 109]], [[151, 202, 179, 243], [396, 144, 428, 192], [501, 65, 530, 109]], [[397, 147, 429, 193], [149, 202, 179, 245], [503, 64, 531, 108]], [[403, 142, 435, 189], [150, 202, 178, 244], [503, 64, 531, 108]], [[403, 142, 435, 189], [150, 202, 178, 244], [503, 64, 531, 108]], [[407, 141, 440, 186], [150, 202, 178, 244], [502, 68, 529, 111]], [[407, 141, 440, 186], [150, 202, 178, 244], [502, 68, 529, 111]], [[148, 203, 174, 242], [397, 158, 429, 200], [500, 72, 526, 113]], [[395, 164, 427, 204], [146, 203, 176, 243], [498, 73, 525, 115]], [[395, 164, 427, 204], [146, 203, 176, 243], [498, 73, 525, 115]], [[146, 203, 174, 242], [500, 71, 526, 112], [399, 150, 432, 191]], [[146, 203, 174, 242], [500, 71, 526, 112], [399, 150, 432, 191]]]",{}
He takes Susan and Carol's hands.,1262.712,1264.411,tt0108778,tt0583647,1,2,1264.562,1262.562,2.0,friends_s01e02_seg02_clip_20,"[119, 120, 120, 120, 121, 121, 122, 122, 122, 123, 123, 123, 124, 124, 125, 125]","[[[479, 159, 564, 281], [157, 84, 228, 189]], [[465, 169, 553, 292], [147, 84, 218, 189]], [[465, 169, 553, 292], [147, 84, 218, 189]], [[465, 169, 553, 292], [147, 84, 218, 189]], [], [], [], [], [], [], [], [], [], [], [], []]","{'nm0372961': [(0, 0), (1, 0), (2, 0), (3, 0)], 'nm0001710': [(0, 1), (1, 1), (2, 1), (3, 1)]}"
"Executive producers Kevin S. Bright, Marta Kaufman, and David Crane.",1270.449,1274.187,tt0108778,tt0583647,1,2,1274.187,1270.449,3.738,friends_s01e02_seg02_clip_20,"[142, 143, 144, 145, 145, 146, 147, 148, 148, 149, 150, 150, 151, 152, 153, 153]","[[[159, 88, 228, 192], [330, 98, 405, 207], [390, 261, 473, 360]], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","{'nm0001710': [(0, 0)], 'nm0372961': [(0, 1)], 'nm0056342': [(0, 2)]}"
"At Monica's, Ross plays the sonogram for the group.",1277.446,1280.045,tt0108778,tt0583647,1,2,1280.045,1277.446,2.599,friends_s01e02_seg02_clip_20,"[163, 163, 164, 165, 165, 166, 166, 167, 167, 168, 168, 169, 169, 170, 170, 171]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",{}
Chandler and Joey squint at the screen.,1283.763,1285.663,tt0108778,tt0583647,1,2,1285.713,1283.713,2.0,friends_s01e02_seg02_clip_21,"[6, 7, 7, 8, 8, 8, 9, 9, 10, 10, 10, 11, 11, 12, 12, 12]","[[[451, 97, 471, 123], [106, 126, 135, 170], [72, 84, 87, 112], [354, 191, 370, 217]], [[450, 97, 470, 122], [73, 84, 88, 111], [354, 190, 370, 216]], [[450, 97, 470, 122], [73, 84, 88, 111], [354, 190, 370, 216]], [[417, 87, 499, 194], [198, 97, 278, 214]], [[417, 87, 499, 194], [198, 97, 278, 214]], [[417, 87, 499, 194], [198, 97, 278, 214]], [[204, 102, 283, 218], [418, 82, 500, 189]], [[204, 102, 283, 218], [418, 82, 500, 189]], [[204, 104, 285, 219], [419, 70, 500, 180]], [[204, 104, 285, 219], [419, 70, 500, 180]], [[204, 104, 285, 219], [419, 70, 500, 180]], [[203, 102, 284, 219], [422, 69, 502, 178]], [[203, 102, 284, 219], [422, 69, 502, 178]], [[200, 102, 280, 218], [426, 69, 502, 174]], [[200, 102, 280, 218], [426, 69, 502, 174]], [[200, 102, 280, 218], [426, 69, 502, 174]]]","{'nm0001455': [(3, 0), (4, 0), (5, 0), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)], 'nm0001612': [(3, 1), (4, 1), (5, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
They stare at him sympathetically.,74.531,77.092,tt0108778,tt0583653,1,3,77.092,74.531,2.561,friends_s01e03_seg01_clip_00,"[227, 227, 228, 228, 229, 230, 230, 231, 231, 232, 232, 233, 233, 234, 234, 235]","[[[273, 97, 386, 249]], [[273, 97, 386, 249]], [[273, 99, 386, 249]], [[273, 99, 386, 249]], [[181, 98, 229, 160], [438, 87, 487, 194], [41, 7, 61, 37]], [[182, 98, 230, 160], [448, 97, 488, 192], [44, 9, 63, 36]], [[182, 98, 230, 160], [448, 97, 488, 192], [44, 9, 63, 36]], [[181, 97, 228, 159], [449, 104, 486, 193]], [[181, 97, 228, 159], [449, 104, 486, 193]], [[181, 98, 227, 159], [43, 11, 63, 39], [446, 106, 485, 194]], [[181, 98, 227, 159], [43, 11, 63, 39], [446, 106, 485, 194]], [[296, 95, 390, 244]], [[296, 95, 390, 244]], [[296, 97, 390, 243]], [[296, 97, 390, 243]], [[304, 95, 398, 241]]]","{'nm0001455': [(0, 0), (1, 0), (2, 0), (3, 0)], 'nm0001073': [(4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0)], 'nm0001710': [(4, 1), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Joey grabs a cigarette and lighter.,164.294,166.055,tt0108778,tt0583653,1,3,166.175,164.175,2.0,friends_s01e03_seg02_clip_00,"[96, 97, 97, 98, 98, 98, 99, 99, 100, 100, 101, 101, 101, 102, 102, 103]","[[[418, 74, 512, 195], [142, 227, 197, 356]], [[185, 159, 226, 216], [447, 120, 486, 177], [207, 0, 223, 19]], [[185, 159, 226, 216], [447, 120, 486, 177], [207, 0, 223, 19]], [[164, 160, 209, 219], [448, 121, 489, 177], [205, 0, 222, 23]], [[164, 160, 209, 219], [448, 121, 489, 177], [205, 0, 222, 23]], [[164, 160, 209, 219], [448, 121, 489, 177], [205, 0, 222, 23]], [[453, 121, 494, 177], [154, 178, 190, 231], [207, 0, 224, 23]], [[453, 121, 494, 177], [154, 178, 190, 231], [207, 0, 224, 23]], [[456, 121, 498, 177], [161, 179, 199, 233], [210, 0, 226, 19]], [[456, 121, 498, 177], [161, 179, 199, 233], [210, 0, 226, 19]], [[468, 123, 511, 178], [170, 179, 212, 231], [220, 0, 237, 22]], [[468, 123, 511, 178], [170, 179, 212, 231], [220, 0, 237, 22]], [[468, 123, 511, 178], [170, 179, 212, 231], [220, 0, 237, 22]], [[176, 178, 223, 232], [476, 123, 518, 179], [224, 0, 242, 24], [188, 0, 206, 15]], [[176, 178, 223, 232], [476, 123, 518, 179], [224, 0, 242, 24], [188, 0, 206, 15]], [[473, 130, 517, 185], [171, 182, 210, 236], [223, 0, 241, 25], [187, 0, 205, 15]]]","{'nm0001612': [(0, 0), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 1), (14, 1), (15, 0)], 'nm0001455': [(1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 0), (14, 0), (15, 1)]}"
The lighter flips out of his hand.,166.555,168.075,tt0108778,tt0583653,1,3,168.315,166.315,2.0,friends_s01e03_seg02_clip_00,"[103, 103, 104, 104, 105, 105, 105, 106, 106, 107, 107, 107, 108, 108, 109, 109]","[[[473, 130, 517, 185], [171, 182, 210, 236], [223, 0, 241, 25], [187, 0, 205, 15]], [[473, 130, 517, 185], [171, 182, 210, 236], [223, 0, 241, 25], [187, 0, 205, 15]], [[465, 145, 516, 201], [171, 185, 209, 238], [223, 0, 240, 27]], [[465, 145, 516, 201], [171, 185, 209, 238], [223, 0, 240, 27]], [[169, 187, 210, 244], [456, 180, 512, 229], [219, 0, 238, 28], [182, 0, 202, 16]], [[169, 187, 210, 244], [456, 180, 512, 229], [219, 0, 238, 28], [182, 0, 202, 16]], [[169, 187, 210, 244], [456, 180, 512, 229], [219, 0, 238, 28], [182, 0, 202, 16]], [[455, 194, 513, 241], [170, 188, 215, 243], [216, 0, 235, 26], [181, 0, 199, 15]], [[455, 194, 513, 241], [170, 188, 215, 243], [216, 0, 235, 26], [181, 0, 199, 15]], [[454, 190, 513, 237], [176, 179, 223, 236], [215, 0, 234, 28], [180, 0, 198, 15]], [[454, 190, 513, 237], [176, 179, 223, 236], [215, 0, 234, 28], [180, 0, 198, 15]], [[454, 190, 513, 237], [176, 179, 223, 236], [215, 0, 234, 28], [180, 0, 198, 15]], [[184, 162, 227, 221], [456, 151, 501, 206], [217, 0, 236, 29], [182, 0, 200, 15]], [[184, 162, 227, 221], [456, 151, 501, 206], [217, 0, 236, 29], [182, 0, 200, 15]], [[174, 165, 216, 223], [214, 0, 232, 30], [473, 126, 509, 182], [178, 0, 195, 17]], [[174, 165, 216, 223], [214, 0, 232, 30], [473, 126, 509, 182], [178, 0, 195, 17]]]","{'nm0001612': [(0, 0), (1, 0)], 'nm0001455': [(0, 1), (1, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 0), (13, 0), (14, 0), (15, 0)]}"
"He clambers after it, then manages to light his cigarette.",168.596,171.597,tt0108778,tt0583653,1,3,171.597,168.596,3.001,friends_s01e03_seg02_clip_00,"[110, 110, 111, 112, 112, 113, 114, 114, 115, 115, 116, 117, 117, 118, 118, 119]","[[[173, 174, 219, 231], [452, 133, 493, 185], [206, 0, 225, 31], [170, 0, 189, 18]], [[173, 174, 219, 231], [452, 133, 493, 185], [206, 0, 225, 31], [170, 0, 189, 18]], [[453, 138, 503, 191], [199, 194, 243, 252], [202, 2, 221, 31], [166, 0, 184, 18]], [[459, 133, 509, 192], [245, 209, 295, 269], [159, 0, 178, 18], [198, 0, 218, 22]], [[459, 133, 509, 192], [245, 209, 295, 269], [159, 0, 178, 18], [198, 0, 218, 22]], [[464, 131, 513, 190], [279, 175, 332, 239], [152, 0, 170, 22], [190, 5, 207, 27]], [[469, 129, 514, 187], [132, 0, 153, 25], [168, 8, 188, 39]], [[469, 129, 514, 187], [132, 0, 153, 25], [168, 8, 188, 39]], [[450, 128, 494, 189], [111, 0, 128, 22], [149, 1, 169, 25]], [[450, 128, 494, 189], [111, 0, 128, 22], [149, 1, 169, 25]], [[433, 140, 482, 198], [142, 4, 162, 35], [107, 0, 126, 22]], [[401, 154, 453, 208], [133, 4, 152, 36], [98, 0, 116, 23]], [[401, 154, 453, 208], [133, 4, 152, 36], [98, 0, 116, 23]], [[104, 0, 122, 23], [138, 4, 158, 31], [399, 150, 447, 198]], [[104, 0, 122, 23], [138, 4, 158, 31], [399, 150, 447, 198]], [[422, 140, 470, 196], [120, 0, 138, 22], [156, 5, 175, 29]]]","{'nm0001455': [(0, 0), (1, 0), (3, 1), (4, 1)], 'nm0001612': [(5, 0), (6, 0), (7, 0), (8, 0), (9, 0)]}"
He sinks with pleasure.,228.696,229.978,tt0108778,tt0583653,1,3,230.337,228.337,2.0,friends_s01e03_seg02_clip_02,"[4, 5, 5, 6, 6, 7, 7, 7, 8, 8, 9, 9, 10, 10, 10, 11]","[[[417, 103, 506, 221], [118, 132, 192, 255]], [[397, 103, 488, 224], [127, 119, 193, 244]], [[397, 103, 488, 224], [127, 119, 193, 244]], [[377, 111, 469, 241], [127, 140, 213, 270]], [[377, 111, 469, 241], [127, 140, 213, 270]], [[278, 106, 328, 172], [189, 89, 236, 159]], [[278, 106, 328, 172], [189, 89, 236, 159]], [[278, 106, 328, 172], [189, 89, 236, 159]], [[197, 94, 250, 166]], [[197, 94, 250, 166]], [[241, 85, 289, 152], [64, 94, 118, 170]], [[241, 85, 289, 152], [64, 94, 118, 170]], [[240, 82, 288, 148]], [[240, 82, 288, 148]], [[240, 82, 288, 148]], [[236, 90, 284, 153]]]","{'nm0001612': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0)], 'nm0001455': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0)]}"
"At the coffee shop, Monica sits with the guys.",230.838,233.18,tt0108778,tt0583653,1,3,233.18,230.838,2.342,friends_s01e03_seg02_clip_02,"[12, 13, 13, 14, 14, 15, 15, 16, 16, 17, 17, 18, 18, 19, 19, 20]","[[], [], [], [[285, 238, 305, 267]], [[285, 238, 305, 267]], [], [], [[462, 197, 483, 225]], [[462, 197, 483, 225]], [[491, 215, 512, 241]], [[491, 215, 512, 241]], [[538, 216, 560, 245], [93, 240, 111, 258], [353, 280, 383, 309]], [[538, 216, 560, 245], [93, 240, 111, 258], [353, 280, 383, 309]], [[582, 149, 640, 244]], [[582, 149, 640, 244]], [[616, 228, 636, 261], [397, 115, 480, 224], [127, 248, 147, 268]]]",{}
